一级分类(清洗后中文器械名),二级分类(中观大类),三级分类(宏观大类),关联器械对数,死亡事件数,伤害事件数,故障事件数,事件总数
膝关节胫骨垫片,膝关节假体,骨科关节植入物,1,0,53,3,56
Vanguard膝关节假体,膝关节假体,骨科关节植入物,1,0,55,1,56
植入式可编程输液泵,植入式输液泵,输液/给药设备,1,1,42,13,56
血液标本采集管,采血管,临床检验耗材,1,0,2,54,56
植入式帕金森震颤电刺激器,神经刺激器,神经调控植入物,1,1,53,2,56
加湿器,空气加湿设备,环境控制设备,1,0,17,2,56
植入式心律转复除颤器电极,除颤器电极,心脏节律管理植入物,1,0,12,44,56
植入式心脏再同步治疗除颤器,心脏再同步除颤器,心脏节律管理植入物,1,0,55,1,56
非交流电患者移位机,患者转运设备,护理与康复设备,1,2,5,47,56
骨科手动手术器械（最终拧紧手柄）,骨科手动手术器械,骨科手术器械,1,0,1,55,56
血管内超声导管,血管内超声导管,血管内成像导管,1,0,14,42,56
VITROS 钠离子检测玻片,临床化学检测试剂,体外诊断试剂,1,0,0,56,56
膝关节假体（胫骨平台）,膝关节假体,骨科植入物,1,0,55,1,56
血管内动静脉瘘装置,动静脉瘘介入装置,血管介入器械,1,0,3,53,56
气胸引流套件（含吸引导管及头端）,胸腔引流套件,引流与吸引器械,1,2,25,29,56
手术动力工具无菌电池更换罩,手术动力工具附件,手术动力系统,1,0,0,56,56
XLD 110V 洛杉矶新型号,未分类设备,其他医疗器械,1,0,0,56,56
大容量蠕动输液泵,输液泵,输液与注射泵,1,0,0,51,56
气动植皮刀,植皮器械,皮肤科手术器械,1,0,6,50,56
Accu-Pass 70度缝合穿梭器,骨科手动手术器械,骨科手术器械,1,0,7,49,56
Actis 9号骨锉,骨科手动手术器械,骨科手术器械,1,0,0,56,56
12/14 +2适配器套筒,骨科植入物配件,骨科植入物,1,1,54,0,56
Adept防粘连溶液,防粘连材料,外科手术辅助材料,1,0,55,1,56
Agilia VP MC WiFi输液泵系统,输液泵系统,输液装置,1,14,8,34,56
Agilis导管导入器,导管导入器,介入导管,1,5,48,3,56
Agility亲水可操控导丝,导丝,介入导管,1,0,13,43,56
Alaris输液管路,输液管路,输液装置,1,0,6,50,56
Allura Xper FD20介入X射线系统,介入X射线系统,医学影像设备,1,0,0,56,56
Ancure可扩张鞘管,血管内移植物系统,血管介入器械,1,1,17,38,56
骨内根形种植体 B 14 D 4.5mm/L 14mm,牙科种植体,牙科植入物,1,0,56,0,56
Aorfix AAA柔性覆膜支架,血管内覆膜支架,血管介入器械,1,7,49,0,56
Archer导丝,导丝,介入导管,1,4,9,43,56
Arrow经皮溶栓装置套件,取栓导管,血管介入器械,1,0,0,56,56
Cochlear Osia骨导助听系统,骨导助听系统,听力植入装置,1,0,56,0,56
ASR 54号髋臼杯,全髋关节植入物,骨科植入物,1,1,55,0,56
ASR 56号髋臼杯,全髋关节植入物,骨科植入物,1,0,56,0,56
ASR 45号单髁股骨植入物,全髋关节植入物,骨科植入物,1,1,55,0,56
Atellica CH反应环段,生化分析仪配件,体外诊断设备,1,0,0,56,56
Attune可调胫骨探针,骨科手术器械,骨科手术器械,1,0,0,56,56
血管内滤器,血管内滤器,心血管介入器械,1,0,56,0,56
HIV-1核酸检测试剂盒,HIV检测试剂,体外诊断试剂,1,0,1,55,56
ATTUNE 胫骨钻孔导向器,骨科手术器械,骨科手术器械与植入物,1,0,1,55,56
AVEIR 无导线心脏起搏器,心脏起搏器,心脏节律管理设备,1,3,30,23,56
BAIR HUGGER 充气式加温系统,患者加温系统,体温管理设备,1,3,52,0,56
BARD QUANTUM 膜式氧合器,体外循环氧合器,体外循环与心肺支持设备,1,2,3,50,56
BD VACUTAINER PPT 血浆制备管（EDTA K2）,真空采血管,血液采集与处理设备,1,0,0,56,56
BD VACUTAINER ULTRATOUCH 按钮式静脉采血器,静脉采血装置,血液采集与处理设备,1,0,0,56,56
胰岛素输注泵（带传感器增强功能）,胰岛素输注泵,胰岛素给药装置,1,0,46,10,56
BIONAIRE 加湿器,加湿器,呼吸治疗与气道管理设备,1,0,2,54,56
活检阀,内窥镜附件,内窥镜与附件,1,0,3,53,56
BLAKE 引流管 15 Fr,引流导管,引流与冲洗设备,1,0,10,46,56
BLAZER II 心脏消融导管,心脏消融导管,心脏电生理设备,1,2,25,28,56
BX VELOCITY 冠状动脉支架系统,冠状动脉支架,血管介入支架,1,1,29,26,56
牙种植体（根形）,牙种植体,口腔种植与修复材料,1,0,56,0,56
CADD-LEGACY 1 便携式输液泵 6400型,输液泵,输液与注射设备,1,0,0,56,56
CAMLOG ROOT-LINE 牙种植体,牙种植体,口腔种植与修复材料,1,0,56,0,56
CAPSTONE PTC 腰椎椎间融合器（含骨移植物）,椎间融合器,脊柱植入物,1,0,35,21,56
CAREVO 非电动患者移位机,患者移位机,患者转运与移动设备,1,2,26,28,56
CARPENTIER-EDWARDS 生物瓣带瓣管道,人工心脏瓣膜,心脏瓣膜置换与修复设备,1,0,54,2,56
CARPENTIER-EDWARDS PERIMOUNT MAGNA 人工心脏瓣膜,人工心脏瓣膜,心脏瓣膜置换与修复设备,1,1,54,1,56
血流导向导管 6Fr 110cm,血流导向导管,血管介入导管,1,1,1,54,56
全自动血液分析仪 CD3200 SL 110,全自动血液分析仪,血液学分析设备,1,0,1,20,56
CELLUGEL 外科用粘弹性辅助剂,外科用粘弹性辅助剂,外科手术辅助材料,1,0,31,24,56
中央监护系统 CIC,中央监护系统,患者监护系统,1,2,0,53,56
CLARIVEIN IC 输液导管,静脉输液导管,血管内输液器械,1,0,29,27,56
CLEARLINK CONTINU-FLO 血管内输液管路,血管内输液管路,输液管理装置,1,0,1,55,56
临床化学镁检测试剂,临床化学检测试剂,体外诊断试剂,1,0,1,55,56
CLINITEK STATUS 尿液分析仪,尿液分析仪,临床检验分析设备,1,0,0,8,56
COBAS B 123 血气分析仪,血气分析仪,临床化学分析设备,1,0,0,56,56
CONTACT RC INICELL 牙科种植体 PF5.0 E4.2 L9.5,牙科种植体,口腔植入物,1,0,56,0,56
髋关节用控制缆线及套管,髋关节缆线/钢丝,骨科植入物附件,1,0,56,0,56
CORAIL2 髋关节股骨柄 外侧 髋内翻 12号,髋关节股骨柄,髋关节植入物,1,0,56,0,56
CORMET 髋关节表面置换假体,髋关节表面置换假体,髋关节植入物,1,0,56,0,56
CORTRAK 肠内通路系统,肠内营养通路系统,肠内营养器械,1,10,37,9,56
COULTER ACT DIFF 全自动白细胞分类计数仪,全自动血细胞分析仪,血液学分析设备,1,0,0,53,56
CURATIVE SARS-CoV-2 检测采集套件,新冠病毒检测采集套件,传染病检测试剂,1,0,0,56,56
CURRENT DR 植入式心律转复除颤器,植入式心律转复除颤器,心脏节律管理设备,1,3,42,11,56
CURRENT PLUS DR 植入式心律转复除颤器 DF4连接器,植入式心律转复除颤器,心脏节律管理设备,1,3,30,23,56
D-FLEX 三角牵开器 80mm 5mm,腹腔镜牵开器,腹腔镜手术器械,1,0,43,11,56
经颈动脉支架系统,颈动脉支架系统,血管支架,1,3,47,6,56
颅内神经血管支架,颅内支架系统,神经介入器械,1,1,18,37,56
冠状动脉成像导管,冠脉成像导管,血管内成像导管,1,0,34,22,56
胸骨骨髓穿刺针,骨髓穿刺针,穿刺器械,1,0,0,0,56
股骨柄假体,髋关节假体,骨科植入物,1,0,51,5,56
胎儿螺旋电极,胎儿监护电极,妇产科器械,1,1,49,6,56
光纤导管,颅内压监测导管,神经监测设备,1,0,0,56,56
心脏消融导管,心脏消融导管,电生理器械,1,7,49,0,56
血液透析机,血液透析设备,肾替代治疗设备,1,1,4,45,56
胆道取石球囊导管,胆道取石导管,消化介入器械,1,0,10,46,56
髋关节深度测量器,髋关节手术器械,骨科手术器械,1,0,3,53,56
可吸收补片,可吸收修补材料,外科修补材料,1,0,51,5,56
关节腔用透明质酸,关节腔注射剂,骨科生物材料,1,5,49,2,56
镍钛合金导管鞘,导管鞘,血管介入器械,1,0,10,46,56
棘轮T型手柄,骨科手术器械,手术器械,1,0,1,55,56
内窥镜电外科设备,内窥镜电外科系统,电外科设备,1,0,0,56,56
GPS 881 轮式担架框架,担架,病人转运设备,1,0,0,56,56
Hamilton G5 呼吸机,呼吸机,呼吸支持设备,1,1,1,54,56
可吸收软组织固定锚钉,软组织固定锚钉,骨科植入物,1,0,32,24,56
Hill-Rom 405 电动病床,电动病床,病房护理设备,1,0,0,56,56
Hydra Jagwire 导丝,导丝,介入器械,1,0,0,56,56
Hypersoft 3D Advanced 栓塞弹簧圈,栓塞弹簧圈,血管栓塞器械,1,5,25,26,56
血管栓塞装置,栓塞装置,血管栓塞器械,1,1,28,27,56
Infinity 胫骨托 3号 全踝关节系统,全踝关节假体,骨科植入物,1,0,56,0,56
植入物漏斗,一次性手术器械套件,手术器械,1,0,31,22,56
INRatio/INRatio2 凝血酶原时间测试条,凝血检测试纸,体外诊断试剂,1,0,8,48,56
IntelliVue MX550 病人监护仪,病人监护仪,监护设备,1,3,4,49,56
Juvederm XC/Lido 真皮填充剂,真皮填充剂,美容植入物,1,0,54,2,56
Kyphx HV-R 骨水泥,椎体成形骨水泥,骨科植入物,1,0,15,41,56
Gamma3 钛合金拉力螺钉 10.5x105mm,髓内钉系统组件,骨科植入物,1,0,55,1,56
达芬奇SI患者侧推车（4臂，再认证）,手术机器人系统,手术机器人及配件,1,2,12,42,56
双偏置骨锉手柄（左）,髋关节假体及工具,骨科植入物及器械,1,0,1,55,56
Delta中枢神经系统分流器及组件,神经外科分流系统,神经外科植入物及器械,1,1,33,22,56
Depuy ASR XL股骨植入物（尺寸45）,髋关节假体及工具,骨科植入物及器械,1,2,52,2,56
Depuy ASR XL股骨植入物（尺寸49）,髋关节假体及工具,骨科植入物及器械,1,0,55,1,56
Diamondback 360冠状动脉旋磨系统,冠状动脉介入治疗设备,心血管介入器械,1,13,43,0,56
Dimension临床化学系统（清洗液）,临床化学分析系统,体外诊断设备及试剂,1,0,0,56,56
Discovery肘关节（盘状髁套件，六叶形）,肘关节假体及工具,骨科植入物及器械,1,0,56,0,56
DJO外科标准肱骨臼杯插入物（32mm，HXE-PLUS）,肩关节假体及工具,骨科植入物及器械,1,0,56,0,56
Droplet笔式注射针头,注射针头,注射及输液器械,1,0,1,55,56
Durom髋臼组件（52/46，L型）,髋关节假体及工具,骨科植入物及器械,1,0,53,0,56
Dycon动态锥形牙科种植体（5mm直径，10mm长度）,牙科种植体,口腔科植入物及器械,1,0,56,0,56
Element RC Inicell牙科种植体（平台4.0，颈部4.0，长度11.0）,牙科种植体,口腔科植入物及器械,1,0,56,0,56
Elite植入式脉冲发生器,心脏起搏器,心脏节律管理设备,1,3,35,18,56
Emboguard导管（87，95cm）,神经血管导管,神经介入器械,1,2,19,35,56
Endo GIA外科吻合器,外科吻合器,外科手术器械,1,0,1,53,56
Endo GIA通用12mm一次性吻合器,外科吻合器,外科手术器械,1,1,55,0,56
Endopath扩张尖端穿刺器（带稳定套，8mm）,穿刺器,腹腔镜手术器械,1,0,2,54,56
骨内牙科种植体（根形）,牙科种植体,口腔科植入物及器械,1,0,6,50,56
Endurity Core SR植入式永久脉冲发生器,心脏起搏器,心脏节律管理设备,1,1,31,24,56
大型快速接头（用于TRS）,骨科手术动力系统附件,骨科手术器械,1,0,0,56,56
Legacy2 SBM种植体 4.7mm直径x11mm长 4.5mm平台,牙科种植体,口腔植入物,1,0,56,0,56
Legacy2 SBM种植体 4.7mm直径x13mm长 4.5mm平台,牙科种植体,口腔植入物,1,0,55,1,56
Legacy3 SBM种植体 3.7mm直径x8mm长 3.5mm平台,牙科种植体,口腔植入物,1,0,56,0,56
Ligaclip Extra钛夹,植入式夹子,外科植入物,1,0,21,35,56
LPS XX-SM铰链销,骨钉/骨针,骨科植入物,1,0,55,1,56
M系列除颤仪,除颤器,心脏急救设备,1,1,0,43,56
M2a-Magnum PF髋臼杯,髋关节假体,关节植入物,1,0,56,0,56
M2a-Magnum PF髋臼杯 62mm外径x56mm内径,髋关节假体,关节植入物,1,0,56,0,56
美敦力延长管（UNO EWIS蓝色80/9 HCAP单包装）,血管通路附件,输液/注射器械,1,0,1,55,56
C-QUR V-Patch补片,外科补片,外科植入物,1,0,56,0,56
Metaglene持棒器内杆,骨科手术器械手柄,骨科手术器械,1,0,0,56,56
金属手柄偏置髋臼杯打入器,骨科手术打入器,骨科手术器械,1,0,0,56,56
MF7-D10330牙种植体,牙科种植体,口腔植入物,1,0,56,0,56
Microcuff成人气管插管,气管插管,呼吸/麻醉气道管理,1,0,3,53,56
Millennium超声乳化手柄,超声乳化手柄,眼科手术器械,1,0,55,1,56
Momentum心脏再同步除颤器,植入式心脏除颤器,心脏植入式电子设备,1,0,22,34,56
Monarch II人工晶体植入系统（B型卡槽）,人工晶体植入器,眼科手术器械,1,0,10,46,56
NeoBlue蓝光毯,新生儿黄疸治疗设备,新生儿护理设备,1,0,0,56,56
NIM Vital 4通道患者接口,神经电刺激/监测仪,神经监测设备,1,0,0,56,56
弯管腔内吻合器,外科吻合器,外科手术器械,1,2,18,35,56
热稀释导管,血流动力学监测导管,心血管监测与治疗器械,1,0,12,44,56
电动吸奶器,吸奶器,母婴护理器械,1,0,13,43,56
电动轮椅,电动轮椅,移动辅助器械,1,0,2,53,56
新冠病毒抗原检测试剂盒（家用）,新冠病毒检测试剂,体外诊断试剂,1,0,3,53,56
持续呼吸机（非生命支持）,呼吸机,呼吸治疗器械,1,1,1,54,56
静脉留置针,静脉导管,血管内导管,1,0,10,28,56
新冠病毒IgM抗体检测试剂,新冠病毒抗体检测试剂,体外诊断试剂,1,0,0,56,56
半髋关节植入物（髋臼侧）,髋关节假体,骨科植入物,1,0,49,7,56
心脏起搏电极导线,心脏起搏电极,心脏节律管理器械,1,0,16,40,56
结肠裸支架,肠道支架,消化介入器械,1,13,27,16,56
颧骨种植体,牙种植体,口腔种植器械,1,0,44,12,56
非吸收性外科缝线（蚕丝）,非吸收性缝线,外科缝合材料,1,0,0,56,56
植入式心脏起搏器,心脏起搏器,心脏节律管理器械,1,2,5,49,56
全植入式脊髓刺激器（疼痛缓解）,脊髓刺激系统,神经调控器械,1,0,17,39,56
脊髓刺激电极套件（60cm）,脊髓刺激系统,神经调控器械,1,2,50,4,56
Omnipod 5 胰岛素泵（备用控制器）,胰岛素输注泵,胰岛素给药装置,1,2,30,24,56
采血笔（血糖监测用）,血糖监测系统,糖尿病管理器械,1,0,54,2,56
含抗生素骨水泥（Refobacin）,骨水泥,骨科植入材料,1,0,13,43,56
血糖仪,血糖监测系统,糖尿病管理器械,1,0,56,0,56
诊查治疗椅（壁挂式）,诊查椅/治疗椅,诊室设备,1,0,3,53,56
眼内填充液（全氟化碳）,眼内填充物,眼科手术材料,1,1,48,5,56
膝关节假体试模（关节面）,膝关节假体试模,骨科手术器械,1,0,0,56,56
胫骨托（骨水泥型）,膝关节假体组件,人工关节植入物,1,0,56,0,56
胫骨垫片（稳定型）,膝关节假体组件,人工关节植入物,1,0,56,0,56
股骨髁假体（后交叉韧带保留型）,膝关节假体组件,人工关节植入物,1,0,53,3,56
Guardian 4 传感器 MMT-7040D8,胰岛素泵传感器,胰岛素给药系统,1,0,0,56,56
Sherlock 3CG+ 传感器,血管内导管定位传感器,血管内导管,1,0,1,55,56
SIGN 髓内钉,髓内钉,骨科内固定植入物,1,0,55,0,56
Simply Interactive 牙种植体 5.0mm×11mm,牙种植体,口腔植入物,1,0,56,0,56
Simply Legacy2 牙种植体 3.2mm×10mm,牙种植体,口腔植入物,1,0,55,1,56
SM Plus 球囊剥离器,手术入路器械,手术器械,1,0,6,48,56
SOMATOM Definition Flash CT 系统,计算机断层扫描系统,影像诊断设备,1,2,22,29,56
Spacelabs Qube 紧凑型监护仪,病人监护仪,生命体征监测设备,1,2,0,54,56
Spectra WaveWriter 脊髓刺激器,脊髓刺激器,神经调控装置,1,0,51,5,56
Spectranetics Bridge 闭塞球囊,血管闭塞球囊,血管介入器械,1,5,1,50,56
Starter 导丝,导丝,血管介入器械,1,1,13,42,56
Carpentier-Edwards Perimount Magna 二尖瓣心包生物瓣膜,人工心脏瓣膜,心脏植入物,2,2,52,1,55
15cm 经皮消融天线,消融天线,肿瘤消融器械,1,4,4,47,55
2.6mm 无结纤维锚钉,非降解固定锚钉,骨科固定植入物,1,0,3,52,55
实验室自动化系统,实验室自动化系统,临床检验分析仪器,1,0,0,54,55
输液泵系统,输液泵/注射泵,输液与注射装置,1,0,0,55,55
日戴型软性接触镜（散光）,软性接触镜,眼科光学器具,1,0,55,0,55
微切口人工晶体,人工晶体,眼科植入物,1,0,55,0,55
乙型肝炎核心抗体检测试剂盒,肝炎检测试剂,体外诊断试剂,1,0,2,53,55
全聚乙烯髌骨假体（骨水泥型，直径35mm）,膝关节假体,骨科植入物,1,0,54,1,55
自适应白内障治疗系统,白内障手术系统,眼科手术设备,1,0,55,0,55
二尖瓣成形环,心脏瓣膜成形环,心脏植入物,1,0,53,2,55
全自动生化分析仪（C4000处理模块）,生化分析仪,临床检验分析仪器,1,0,3,52,55
动脉穿刺置管套件,动脉导管套件,血管内导管,1,0,3,52,55
双腔中心静脉导管（4Fr×8cm）,中心静脉导管,血管内导管,1,1,6,48,55
中线导管置管套件,中线导管,血管内导管,1,0,3,52,55
动脉导管套件,动脉导管套件,血管内导管,1,1,9,45,55
富血小板血浆制备套装,血液分离/制备装置,血液处理设备,1,0,2,53,55
髋臼假体（58mm）,髋关节假体,骨科植入物,1,0,55,0,55
股骨头假体（41号）,髋关节假体,骨科植入物,1,0,55,0,55
电动病床护栏,病床及附件,病房护理设备,1,0,1,54,55
连续呼吸机（ASTRAL 150）,呼吸机,呼吸治疗设备,1,0,0,55,55
股骨髁假体（骨水泥型，左，5号）,膝关节假体,骨科植入物,1,0,53,2,55
30K超声洁牙机工作尖,超声洁牙机配件,牙科洁治设备,1,0,0,55,55
3I T3锥形种植体（DCD表面处理）5/4×10mm,牙科种植体,牙科植入物,1,0,50,5,55
4.5mm皮质骨自攻螺钉38mm,骨固定螺钉,骨科内固定器械,1,0,45,10,55
4.9 Healix Advance SP PEEK不可吸收软组织锚钉,不可吸收软组织锚钉,骨科软组织修复植入物,1,0,3,52,55
4590 FMS Solo关节镜灌注泵（非无菌）,关节镜灌注系统,关节镜手术设备,1,0,0,55,55
5.5 Healix Advance可吸收软组织固定钉,可吸收软组织固定钉,骨科软组织修复植入物,1,0,1,54,55
5.5/6.0 Solera骨科立体定向器械,骨科手术器械,骨科手术工具,1,0,2,53,55
8.0cm中号耳鼻喉手术钻头附件,耳鼻喉手术钻头,耳鼻喉手术器械,1,0,0,55,55
Accolade MRI兼容植入式脉冲发生器（起搏器）,植入式心脏起搏器,心脏节律管理设备,1,0,24,31,55
Accolade TMZF髋关节柄#4（半限制型金属/聚合物多孔非骨水泥）,非骨水泥髋关节柄,髋关节假体,1,0,53,2,55
Accu-Chek FastClix采血针,血糖监测采血针,血糖监测耗材,1,0,11,44,55
Actis带领髋关节柄大号5,髋关节股骨柄,髋关节假体,1,0,47,8,55
Actis带领髋关节柄标准号4,髋关节股骨柄,髋关节假体,1,0,51,4,55
